Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
indonesia,medan,2015.0,122.97,55.45,102.95,1.64,2.68,13.9,7.61,164.5,2841.17,208.32,43.57,77.13
usa,houston,2022.0,15.0,8.23,11.19,1.2,1.44,1.37,1.43,343.05,3583.27,76.62,39.55,84.69
vietnam,hanoi,2019.0,123.17,71.5,116.87,4.14,0.69,10.38,3.15,163.35,3744.77,184.7,34.18,77.12
nigeria,kano,2014.0,180.18,90.17,145.12,5.82,0.63,15.63,10.46,140.87,5124.66,287.44,30.94,73.27
brazil,sao paulo,2023.0,103.82,53.39,86.18,2.49,2.55,10.8,7.16,371.88,2163.11,177.65,43.0,78.82
saudi arabia,dammam,2019.0,98.4,40.79,75.67,1.62,1.19,4.06,7.36,322.35,5188.34,163.65,36.75,79.08
thailand,khon kaen,2015.0,140.81,67.38,121.28,1.97,0.4,4.82,9.48,356.36,14532.12,210.72,24.71,76.33
thailand,bangkok,2014.0,147.0,72.33,154.74,3.74,2.29,7.62,4.22,360.35,14715.31,182.08,28.42,75.92
usa,phoenix,2021.0,15.0,7.78,11.96,0.38,2.97,4.91,3.19,177.07999999999998,2536.57,120.31,46.0,86.18
egypt,giza,2015.0,311.01,135.65,268.03,5.84,0.83,13.6,12.94,53.12,7774.59,333.42,23.53,64.37
germany,berlin,2023.0,15.0,9.82,0.0153,0.1,2.46,4.76,0.57,175.24,6478.75,95.93,40.82,85.96
egypt,alexandria,2017.0,281.21,123.7,258.42,5.82,1.15,23.36,9.08,64.6,13531.77,337.4,24.11,66.38
uk,manchester,2014.0,47.12,26.12,48.58,0.54,3.26,6.85,3.9,185.495,10583.03,162.51,38.67,83.94
netherlands,eindhoven,2022.0,29.58,15.38,27.69,0.18,2.05,5.55,1.22,180.34,4477.13,98.18,41.5,85.11
nigeria,port harcourt,2022.0,285.93,121.55,208.5,5.51,0.38,23.23,5.43,116.1,12145.48,320.93,23.5,66.17
romania,timisoara,2023.0,164.31,80.41,116.16,3.15,1.24,8.03,8.73,328.44,14309.9,223.88,26.26,74.7
uk,london,2023.0,19.67,8.36,17.08,0.46,1.88,6.95,4.86,395.95,1966.57,143.2,43.21,84.48
brazil,salvador,2015.0,159.89,83.48,129.49,3.86,1.6,7.39,3.82,242.04,11113.58,0.14227,29.83,74.82
norway,trondheim,2020.0,32.18,18.19,26.73,1.17,0.00127,2.5,4.91,176.62,4020.85,89.2,38.63,84.88
netherlands,the hague,2014.0,33.4,14.74,33.75,0.73,2.41,4.49,0.7,611.77,5776.99,93.17,40.72,84.0
romania,bucharest,2017.0,106.3,74.21,109.62,2.95,1.86,12.56,3.63,115.64,2593.81,185.13,40.03,78.14
netherlands,eindhoven,2015.0,103.02,48.43,82.48,0.75,2.76,7.0,2.69,457.02,11202.5,125.74,36.32,79.05
indonesia,medan,2018.0,140.58,82.91,140.71,4.21,2.62,13.6,9.02,337.09,1964.18,230.26,41.68,76.3
kenya,eldoret,2017.0,148.26,98.43,135.0,2.23,0.79,7.73,1.57,44.12,2825.7,126.48,33.94,75.2
argentina,mendoza,2021.0,97.42,46.05,99.21,1.96,2.47,4.63,8.69,142.05,10776.79,162.07,34.68,78.79
south africa,durban,2021.0,175.88,85.67,128.51,4.23,2.09,12.1,7.77,358.67,10975.17,221.18,31.07,73.99
russia,novosibirsk,2020.0,108.62,66.39,81.84,2.3,1.5,7.26,9.82,157.71,6559.06,218.64,35.64,78.07
romania,cluj-napoca,2017.0,188.94,97.21,203.37,4.29,0.41,11.77,9.96,394.5,7746.57,249.22,29.18,73.19
usa,los angeles,2017.0,25.81,12.95,26.95,0.61,4.44,5.02,2.99,182.29,9555.07,100.64,43.14,85.56
spain,bilbao,2021.0,67.78,39.17,69.37,1.09,1.4,3.33,4.23,177.07999999999998,4854.58,128.56,38.25,81.54
germany,berlin,2019.0,15.0,10.08,11.51,0.49,2.4,2.31,5.53,178.67000000000002,4140.33,103.83,42.56,86.4
pakistan,rawalpindi,2016.0,322.02,176.29,268.69,3.38,0.16,22.71,9.46,163.04,7774.59,366.92,23.48,63.86
australia,adelaide,2017.0,17.86,9.55,18.01,0.74,1.82,3.02,3.15,497.21,2365.87,92.67,42.36,84.8
spain,seville,2014.0,23.59,14.63,24.05,0.82,4.67,3.71,2.99,799.09,11646.08,99.58,41.55,85.03
pakistan,rawalpindi,2021.0,226.73,110.32,199.1,4.57,0.76,11.39,11.34,33.68,7847.19,268.03,29.87,69.95
philippines,cebu city,2016.0,118.2,77.2,92.65,2.49,1.33,11.8,6.84,293.01,3334.92,191.04,38.18,77.71
russia,moscow,2018.0,177.85,122.3,171.87,3.69,0.62,9.77,4.59,226.95,10254.14,175.19,27.91,73.6
indonesia,makassar,2023.0,125.09,56.58,101.9,3.03,1.68,6.8,8.44,382.51,4757.15,169.47,37.26,77.43
egypt,giza,2017.0,236.86,99.53,166.89,4.41,1.43,7.56,6.98,33.63,11890.54,319.37,28.0,69.28
tanzania,arusha,2019.0,80.4,33.63,66.72,3.17,0.74,6.13,1.36,72.57,636.03,81.16,38.41,79.79
germany,munich,2022.0,15.0,10.01,11.61,0.48,4.92,3.68,4.84,674.99,1074.98,93.4,53.21,85.35
peru,trujillo,2016.0,169.58,105.21,160.89,1.75,1.92,10.53,6.37,235.65,7774.59,185.04,32.91,74.17
sweden,uppsala,2017.0,58.82,26.12,57.25,0.14,1.42,6.31,3.44,360.8,2613.16,133.24,41.52,81.8
argentina,buenos aires,2017.0,128.29,69.54,114.65,2.23,2.19,6.9,5.89,239.94,13200.25,189.74,28.9,76.93
brazil,rio de janeiro,2020.0,99.08,55.81,97.09,2.97,0.68,4.35,5.96,90.43,5437.98,134.18,33.64,78.58
ukraine,kyiv,2022.0,159.2,88.16,120.28,1.14,2.77,11.53,7.27,350.09,9525.18,228.24,37.65,75.09
ukraine,kyiv,2016.0,193.49,114.06,173.55,2.49,2.24,9.76,9.96,183.91,13241.31,234.7,34.4,72.47
sweden,malmo,2015.0,44.84,26.59,45.01,0.88,4.11,2.69,1.58,178.5,8540.49,98.22,42.91,84.05
norway,bergen,2019.0,25.76,17.8,23.83,0.63,2.3,2.65,1.21,477.78,4858.0,76.12,41.43,84.24
uk,glasgow,2023.0,48.83,33.08,38.59,0.16,3.96,6.78,3.57,450.66,1703.12,133.37,50.01,82.65
iran,isfahan,2020.0,330.26,165.86,244.5,4.21,1.08,13.52,15.33,69.55,7774.59,363.69,23.4,63.12
pakistan,karachi,2022.0,197.92,90.69,178.49,2.62,1.13,7.78,13.07,101.11,5981.79,349.26,34.78,72.01
russia,novosibirsk,2019.0,158.24,64.49,119.96,1.11,1.16,10.22,9.62,200.26,13640.41,244.77,28.72,74.85
vietnam,can tho,2017.0,117.94,72.78,98.62,1.2,1.97,8.56,8.05,81.36,9027.21,216.08,35.69,77.3
colombia,cali,2015.0,95.6,50.31,71.58,1.36,2.64,10.95,6.19,340.88,10899.96,184.66,35.67,79.31
norway,oslo,2022.0,15.0,9.38,14.26,0.72,3.08,1.03,2.63,499.1,2803.59,83.13,45.72,85.0
spain,madrid,2016.0,77.39,48.55,64.26,0.41,2.56,2.67,2.88,626.31,10368.69,85.75,36.9,81.09
germany,berlin,2021.0,36.11,15.19,37.57,1.19,3.32,5.57,3.71,177.07999999999998,9193.19,100.97,39.58,84.39
iraq,najaf,2019.0,211.92,105.34,230.07,2.62,0.28,12.57,12.17,108.95,16299.55,285.06,21.92,71.09
sweden,malmo,2020.0,15.0,10.5,13.47,0.64,2.12,6.57,1.46,176.62,6670.83,98.7,39.06,85.66
ethiopia,dire dawa,2018.0,87.75,55.4,64.34,3.98,0.4,5.28,1.5,19.26,1628.88,75.31,35.6,79.19
egypt,aswan,2014.0,258.53999999999996,126.22,197.42,5.56,0.82,17.49,8.53,33.47,18542.96,298.33,18.37,68.05
vietnam,can tho,2021.0,162.76,72.99,152.03,3.62,2.78,11.27,9.19,205.0,3672.52,221.92,41.05,74.56
peru,lima,2017.0,128.5,65.39,125.64,2.8,2.8,10.52,9.46,341.7,2800.94,213.57,42.81,77.12
mongolia,murun,2022.0,296.05,143.11,237.51,5.44,0.78,17.05,5.43,137.52,15869.03,385.6,21.03,65.54
mongolia,murun,2014.0,292.07,128.13,256.5,2.75,0.82,19.02,9.96,146.24,7774.59,317.43,13.11,65.82
chile,temuco,2019.0,200.63,125.79,191.42,3.38,0.53,9.35,6.39,168.8,13258.18,191.13,24.96,71.96
romania,bucharest,2014.0,119.88,52.92,116.12,1.8,1.75,9.29,6.6,128.95,12354.48,179.17,31.11,77.27
bangladesh,rajshahi,2014.0,190.99,85.0,146.35,3.83,1.36,18.09,12.16,174.14,10089.68,334.33,30.15,72.62
netherlands,rotterdam,2015.0,15.0,8.3,12.42,0.96,1.89,4.82,1.24,577.71,2294.54,76.04,42.42,85.16
brazil,sao paulo,2017.0,129.28,87.99,106.66,2.18,1.1,13.06,9.03,185.35,1185.3,246.36,39.93,76.75
thailand,pattaya,2018.0,107.17,65.69,84.58,2.92,1.39,4.44,5.74,172.45,9421.66,124.79,31.83,78.2
thailand,chiang mai,2018.0,122.44,84.49,102.17,3.87,2.34,12.25,5.29,393.88,10252.44,213.35,34.415,77.62
romania,timisoara,2015.0,148.12,97.11,127.83,4.15,2.73,11.11,7.4,250.21,899.48,177.61,43.16,75.63
poland,wroclaw,2018.0,141.7,65.23,121.68,0.89,1.48,12.39,7.59,238.81,12930.28,218.93,30.35,76.03
sweden,uppsala,2020.0,63.41,30.74,300.99,1.04,3.21,3.96,4.06,176.62,6862.65,135.91,41.73,82.89
sweden,malmo,2015.0,59.79,34.77,51.3,0.88,1.39,3.82,3.73,724.24,8509.46,101.66,34.79,82.46
france,lyon,2015.0,52.0,23.25,40.03,1.06,1.28,4.64,3.63,653.12,5750.21,101.58,37.03,82.84
argentina,mendoza,2015.0,185.18,107.79,147.77,4.04,2.92,5.88,8.39,204.49,11602.45,175.36,33.11,73.06
south africa,durban,2019.0,206.55,97.16,174.34,3.07,0.77,7.49,9.31,113.71,14981.67,236.97,24.25,71.46
bangladesh,sylhet,2017.0,312.43,181.57,310.8,4.09,1.4,19.07,5.35,94.72,18744.37,382.58,21.36,64.36
australia,melbourne,2021.0,15.0,8.98,14.99,0.73,3.62,4.68,1.65,590.72,4347.62,107.01,45.77,85.18
usa,phoenix,2022.0,30.01,13.29,31.24,0.6,3.3,6.69,2.13,180.34,7689.91,133.72,41.62,85.3
ghana,tamale,2015.0,130.4,64.44,128.48,2.71,0.91,10.15,9.4,342.94,4111.23,202.19,35.92,76.99
germany,cologne,2015.0,35.35,15.48,32.2,1.12,2.68,1.51,3.28,506.42,1695.18,65.08,45.23,83.66
canada,toronto,2023.0,56.27,32.7,57.74,0.16,4.87,1.59,3.39,514.75,10139.36,105.66,42.59,82.28
india,bangalore,2017.0,259.475,185.06,225.45,4.96,0.73,18.77,11.72,67.47,7774.59,375.18,23.975,62.36
canada,vancouver,2007.0,56.23,27.61,43.38,0.9,1.21,1.13,1.76,453.63,2575.05,77.53,40.17,82.16
tanzania,mbeya,2022.0,125.3,72.55,134.34,4.75,0.93,3.04,4.81,53.36,443.88,97.5,37.6,76.75
colombia,barranquilla,2019.0,180.97,95.09,170.76,3.21,1.18,7.59,6.42,247.57,9583.1,155.41,30.75,73.43
russia,moscow,2018.0,223.31,109.92,206.46,3.88,1.57,10.11,7.81,108.39,12783.02,223.92,28.05,70.33
iran,tabriz,2020.0,290.73,185.94,297.89,2.95,0.64,18.48,5.165,123.8,23190.93,379.43,15.77,65.87
ethiopia,dire dawa,2020.0,94.36,53.07,74.62,2.1,0.82,4.21,4.53,20.08,3996.73,113.03,36.37,78.75
ethiopia,mekelle,2020.0,124.08,78.68,105.3,2.3,0.26,6.84,4.29,78.03,1476.05,147.54,37.0,76.88
poland,wroclaw,2015.0,118.41,53.82,114.49,1.26,1.52,6.67,5.46,86.45,14539.24,180.22,28.75,77.28
tanzania,mbeya,2022.0,166.85,116.4,172.35,6.85,0.36,6.88,3.44,59.16,1254.42,119.19,32.97,74.0
pakistan,rawalpindi,2018.0,319.14,175.42,243.2,4.62,1.41,22.16,6.61,155.86,7774.59,343.45,14.07,64.04
colombia,barranquilla,2018.0,156.82,89.04,121.85,2.79,1.48,11.07,9.06,300.52,9972.01,233.89,34.59,75.15
italy,rome,2022.0,32.49,13.69,27.66,0.23,1.82,1.66,2.04,180.34,7045.04,75.93,38.18,84.99
india,bangalore,2021.0,270.25,129.81,266.87,3.64,1.4,10.56,9.53,56.28,22798.1,240.57,17.75,67.1
kenya,eldoret,2022.0,92.59,40.83,82.19,4.32,0.51,3.54,3.91,36.26,780.64,85.17,36.43,78.9
saudi arabia,jeddah,2021.0,0.11071,72.6,98.04,3.72,0.31,10.55,5.08,320.94,1974.02,188.05,35.23,78.26
philippines,quezon city,2022.0,90.77,61.89,93.91,2.4,2.45,7.64,4.0,346.73,4485.05,144.81,40.48,79.64
canada,toronto,2014.0,15.0,7.17,13.52,0.5,2.61,2.82,3.29,185.495,3417.05,109.45,43.91,86.34
germany,hamburg,2022.0,85.77,48.67,64.99,1.17,1.7,6.39,3.13,599.51,5578.64,124.81,38.36,80.48
morocco,casablanca,2020.0,116.5,55.02,126.2,2.52,0.58,4.39,8.97,170.92,2854.35,148.93,36.37,77.58
sweden,stockholm,2019.0,25.49,11.83,27.5,0.17,2.95,6.65,1.16,700.18,6548.13,96.56,42.14,84.7
italy,milan,2018.0,15.0,9.37,12.45,0.62,3.91,2.67,3.57,185.66,11329.85,112.77,39.77,86.07
pakistan,islamabad,2022.0,229.13,159.98,186.91,5.18,1.15,16.1,6.18,145.27,11226.54,224.87,27.04,70.02
argentina,buenos aires,2019.0,130.5,63.15,117.59,0.95,2.3,13.2,3.97,289.35,7675.91,204.07,38.27,76.88
mongolia,erdenet,2017.0,246.86,134.83,246.33,4.4,0.17,14.15,6.86,80.75,19620.76,269.5,16.49,68.7
argentina,la plata,2015.0,71.78,37.89,60.01,1.24,1.97,11.42,4.72,312.17,3067.21,194.1,41.62,80.84
germany,cologne,2014.0,48.28,27.41,50.99,0.29,1.24,5.62,1.8,397.5,5084.31,88.07,38.35,82.58
myanmar,mawlamyine,2016.0,282.03,121.52,239.74,2.85,1.12,12.74,7.77,75.4,7774.59,267.88,15.61,66.35
germany,frankfurt,2018.0,25.83,14.78,27.64,0.09,4.65,5.41,2.7,423.43,4615.4,115.33,49.24,84.12
morocco,casablanca,2015.0,193.5,111.48,202.27,4.44,1.87,4.13,9.05,144.01,13248.58,187.31,27.92,72.39
sweden,gothenburg,2022.0,48.66,27.73,49.23,0.74,4.25,2.79,2.12,180.34,9557.48,95.32,42.46,83.4
china,chengdu,2023.0,256.29,104.52,225.07,3.92,0.46,19.2,8.69,55.09,20400.83,324.65999999999997,17.04,68.02
vietnam,da nang,2023.0,157.95,0.10983,145.69,3.15,1.95,7.46,5.07,307.82,9698.51,178.34,33.01,75.09
thailand,pattaya,2022.0,74.88,31.48,77.06,2.27,1.1,12.45,4.2,121.33,1438.01,179.77,39.58,80.25
china,guangzhou,2015.0,315.32,170.12,249.25,2.86,1.48,19.9,15.2,46.76,20754.52,367.46,20.81,64.07
nigeria,ibadan,2019.0,199.29,131.59,199.56,3.36,0.73,18.2,12.76,89.52,8881.13,337.98,29.94,71.89
iran,tehran,2014.0,178.44,76.53,186.89,2.36,0.91,15.33,7.04,158.74,10824.53,249.22,29.54,73.42
indonesia,jakarta,2023.0,171.99,107.01,182.9,3.19,1.9,7.44,7.08,232.34,9961.74,179.55,32.54,74.0
egypt,alexandria,2014.0,328.49,164.65,225.5,5.8,0.54,15.5,11.03,39.98,7774.59,320.78,23.53,63.18
peru,cusco,2014.0,144.13,73.59,146.44,4.43,1.78,12.83,9.69,279.72,8233.87,248.11,32.66,75.95
kenya,mombasa,2015.0,112.21,44.99,108.31,3.77,0.29,2.26,1.6,70.7,2488.69,65.51,34.61,77.66
china,chengdu,2016.0,331.81,161.4,296.93,4.94,0.88,13.75,13.57,170.01,7774.59,340.64,13.37,63.22
usa,chicago,2018.0,15.0,8.06,15.77,0.35,3.06,5.55,3.87,185.66,1449.25,109.14,47.37,86.16
norway,trondheim,2020.0,19.2,12.69,20.29,0.65,4.83,1.52,4.52,176.62,7341.37,100.11,46.5,85.49
uk,london,2023.0,40.69,21.73,43.23,0.11,1.4,3.55,3.14,804.4,3365.81,88.05,40.74,77.3
south africa,johannesburg,2019.0,171.99,102.11,124.52,3.63,1.9,5.42,6.47,63.79,14376.74,173.95,27.69,73.66
uk,liverpool,2017.0,109.58,45.08,100.12,0.42,3.82,5.87,4.23,376.34,11440.74,140.05,39.6,78.45
indonesia,medan,2019.0,142.59,97.4,150.01,4.17,2.99,7.57,8.95,262.83,3942.67,204.59,40.86,76.02
chile,valparaiso,2020.0,82.23,41.55,74.0,1.66,0.94,5.58,6.14,173.07,5850.83,130.48,35.32,79.86
myanmar,yangon,2015.0,266.62,120.32,267.87,2.41,1.4,23.73,5.5,56.2,10138.42,322.05,31.66,67.34
mexico,tijuana,2021.0,110.38,59.56,84.02,2.47,2.27,4.23,3.16,321.74,7774.59,116.3,30.44,78.28
usa,chicago,2021.0,38.22,22.36,28.44,0.51,4.0,5.14,2.03,177.07999999999998,7584.34,118.73,43.91,84.61
argentina,buenos aires,2018.0,123.67,51.34,112.46,2.87,1.38,11.23,6.49,214.07,1479.07,172.62,39.78,77.18
sweden,stockholm,2021.0,15.0,9.63,11.61,0.08,1.44,3.53,2.87,177.07999999999998,2416.14,90.17,41.84,86.18
bangladesh,chittagong,2023.0,312.92,131.45,267.5,5.03,0.47,11.79,5.46,156.32,23726.85,281.97,23.39,64.45
ukraine,kharkiv,2021.0,129.48,74.01,115.03,1.37,2.18,9.74,7.6,95.66,934.41,176.23,44.23,76.56
uae,al ain,2018.0,193.17,72.205,155.33,3.65,1.38,13.43,9.83,166.8,2521.68,243.34,37.98,72.46
mexico,guadalajara,2020.0,51.46,27.51,47.44,1.73,1.27,4.05,3.75,151.72,5296.83,106.79,36.79,81.87
france,marseille,2023.0,62.72,27.42,52.46,0.18,1.67,6.74,5.46,560.94,2136.68,142.22,42.7,81.94
myanmar,bago,2022.0,200.96,137.35,206.91,4.11,1.14,11.09,8.97,81.59,14662.98,222.63,24.64,71.77
india,bangalore,2018.0,309.42,137.6,313.44,5.72,1.11,7.65,9.16,43.11,14927.99,343.93,22.67,64.46
usa,houston,2020.0,15.0,7.5,14.8,0.51,2.94,3.45,0.85,638.79,11439.54,0.07833,36.88,85.28
argentina,cordoba,2017.0,183.2,98.6,194.51,2.57,0.7,5.64,8.1,223.57,13475.32,184.49,26.06,73.23
italy,milan,2016.0,15.0,10.33,10.54,0.74,2.46,1.67,2.75,178.24,11687.26,75.51,34.94,86.26
romania,cluj-napoca,2022.0,115.82,65.34,95.37,0.66,0.4,13.72,4.24,85.68,7158.2,214.5,33.37,77.45
philippines,cebu city,2021.0,135.0,91.31,118.41,1.6,2.02,11.93,9.28,240.17,8159.49,224.28,36.3,76.48
netherlands,rotterdam,2016.0,29.94,13.73,24.15,0.25,3.8,1.34,2.44,437.59,10955.54,77.14,40.18,83.88
ghana,tamale,2015.0,198.95,98.5,208.94,4.08,1.09,11.81,9.25,281.05,10444.09,241.78,28.75,72.3
canada,montreal,2018.0,15.0,8.98,14.72,0.99,4.32,3.68,2.67,185.66,1443.97,76.66,50.53,85.88
norway,trondheim,2016.0,43.0,29.62,0.03756,0.07,4.03,4.69,0.61,501.43,2613.02,61.23,49.42,83.14
pakistan,islamabad,2021.0,257.26,103.2,212.45,3.94,0.37,18.37,7.78,107.51,11582.91,289.54,25.58,71.64
peru,arequipa,2014.0,144.11,94.66,105.17,0.92,0.52,11.84,9.68,365.92,3200.58,223.79,37.44,76.12
bangladesh,dhaka,2018.0,179.08,112.92,190.12,3.26,0.11,11.82,8.89,154.55,15763.12,239.83,21.3,73.37
usa,houston,2015.0,15.0,7.18,14.15,0.26,1.33,1.09,0.7,602.16,7689.46,75.81,36.05,85.2
argentina,la plata,2016.0,194.26,90.12,208.7,3.63,1.82,12.73,7.93,236.32,9931.25,217.27,31.89,72.52
south africa,johannesburg,2018.0,110.92,67.23,103.84,0.88,0.97,10.92,9.24,322.22,8218.23,225.21,33.81,78.25
ukraine,lviv,2018.0,156.84,91.3,167.03,4.29,1.61,11.96,5.35,340.02,7737.68,196.95,32.79,75.22
argentina,cordoba,2022.0,170.58,81.94,129.97,2.56,1.32,13.31,6.49,319.71,14267.92,212.52,27.13,74.27
norway,bergen,2016.0,41.1,27.62,36.77,0.68,4.21,3.05,1.55,178.24,7820.07,98.27,44.14,84.01
myanmar,mawlamyine,2018.0,208.01,140.31,176.63,4.92,0.32,14.43,14.13,152.59,8685.01,296.14,27.35,71.44
brazil,rio de janeiro,2022.0,107.04,55.12,106.22,3.77,2.97,10.96,3.07,203.59,10455.75,153.31,34.68,78.27
ghana,kumasi,2019.0,122.94,51.01,93.19,0.00195,2.87,10.83,6.89,124.34,3130.63,197.0,43.53,77.05
tanzania,mwanza,2017.0,68.19,43.52,62.39,3.98,0.56,7.55,1.19,79.19,2691.6,89.71,35.01,80.61
ethiopia,gondar,2021.0,143.85,58.09,101.76,5.38,0.16,5.35,3.35,27.54,2438.03,123.81,32.66,75.47
china,shanghai,2017.0,341.44,155.93,227.025,4.89,1.18,7.56,13.49,129.71,7774.59,324.65999999999997,23.36,62.5
egypt,luxor,2020.0,310.38,137.37,223.24,3.37,1.35,13.14,15.47,43.3,23039.97,350.01,17.63,64.39
brazil,sao paulo,2016.0,111.84,47.64,78.46,4.06,2.13,5.2,5.95,169.74,6306.01,143.48,36.02,77.88
philippines,quezon city,2018.0,128.05,64.22,114.38,2.07,1.32,13.11,9.66,281.6,6888.3,240.15,35.01,77.03
mongolia,darkhan,2019.0,338.07,163.01,255.8,2.36,0.59,12.94,5.53,179.55,7774.59,354.19,22.64,62.82
uae,sharjah,2021.0,168.66,68.66,154.87,2.56,0.55,4.21,3.26,155.86,14824.09,137.29,24.25,74.07
egypt,cairo,2021.0,207.79,119.73,211.24,5.04,1.48,17.27,12.32,138.28,5120.89,317.06,32.46,71.42
chile,antofagasta,2018.0,67.63,27.4,52.15,1.35,0.66,5.31,4.52,226.37,6304.61,120.08,34.32,80.94
uae,ajman,2021.0,141.18,64.39,129.02,2.7,1.06,12.0,6.32,221.5,8718.95,211.26,31.75,76.03
italy,palermo,2014.0,27.81,13.83,22.68,0.78,1.75,6.09,4.46,621.22,2864.38,117.69,41.61,84.39
germany,hamburg,2023.0,96.37,62.26,102.97,0.69,4.93,6.67,4.14,369.19,7070.79,122.62,47.02,79.31
turkey,adana,2015.0,191.79,124.28,176.31,2.9,2.25,8.92,8.67,254.31,11910.58,213.08,31.93,72.72
ukraine,kharkiv,2022.0,122.2,56.77,122.86,3.98,2.35,6.78,6.14,114.28,6757.18,143.3,36.31,77.08
iran,tabriz,2017.0,209.5,124.89,173.26,5.61,0.73,10.69,12.84,30.22,14122.65,277.74,22.47,71.09
myanmar,yangon,2021.0,308.21,149.64,237.78,4.31,0.95,20.36,14.2,177.07999999999998,7774.59,392.38,13.82,64.71
colombia,medellin,2021.0,165.67,69.09,170.48,2.35,0.37,12.82,8.36,308.42,9755.59,230.1,34.31,74.57
mexico,guadalajara,2016.0,109.2,57.02,89.88,3.71,2.44,10.96,3.03,256.31,4121.33,182.9,39.48,78.23
brazil,salvador,2016.0,139.66,57.26,147.33,2.54,2.87,9.52,9.02,299.32,13786.96,210.09,32.29,76.29
myanmar,mawlamyine,2022.0,221.26,90.32,224.21,2.44,0.8,23.87,7.57,116.59,9729.3,299.25,30.22,70.48
ethiopia,mekelle,2019.0,161.96,106.81,121.8,5.27,0.48,6.8,4.93,27.22,1127.83,132.47,35.04,74.26
myanmar,naypyidaw,2023.0,341.94,139.33,285.45,4.27,0.34,20.29,10.01,46.1,7774.59,351.5,23.134999999999998,62.3
germany,cologne,2020.0,15.0,6.13,14.1,0.81,4.6,3.62,3.46,176.62,7455.28,110.98,45.54,85.81
iraq,basra,2021.0,295.76,135.22500000000002,304.39,2.64,0.42,7.63,10.03,79.39,17852.24,351.06,20.75,65.44
italy,palermo,2016.0,59.3,37.75,61.18,1.16,2.44,4.69,3.02,178.24,8359.55,132.56,37.8,82.94
egypt,luxor,2014.0,295.11,169.93,316.16,4.26,0.63,23.57,15.08,84.1,13124.48,383.15,24.5,65.49
romania,constanta,2017.0,148.7,69.67,126.9,1.84,1.14,8.0,5.43,202.95,10082.43,176.95,31.49,75.49
poland,gdansk,2020.0,230.53,148.61,231.84,2.13,1.98,13.85,8.95,206.04,14950.04,245.28,28.85,70.04
spain,valencia,2016.0,48.84,26.11,40.08,0.76,3.11,5.06,0.72,178.24,8634.64,75.77,39.94,84.04
spain,seville,2019.0,50.39,29.39,46.62,0.97,4.19,5.82,1.14,454.38,7750.15,118.95,43.84,82.55
japan,tokyo,2016.0,37.94,18.81,33.36,0.28,3.53,4.24,2.17,505.22,3110.29,82.06,47.2,83.48
australia,brisbane,2015.0,15.0,9.03,12.46,0.9,1.43,3.07,1.09,178.5,1916.62,55.63,41.49,86.16
colombia,cali,2015.0,91.66,40.73,94.08,3.87,1.8,7.19,6.69,70.75,3759.65,161.86,37.77,79.03
norway,bergen,2020.0,20.47,12.23,17.64,0.33,2.9,5.99,3.27,176.62,9432.28,118.58,38.94,85.87
romania,cluj-napoca,2023.0,177.0,92.5,164.38,4.48,2.72,10.55,8.36,102.35,9569.25,215.83,34.1,73.4
japan,kyoto,2022.0,15.0,9.32,12.32,0.48,3.0,1.59,3.41,453.39,1840.59,67.67,46.68,84.91
argentina,mendoza,2022.0,147.01,76.45,148.0,2.19,0.33,8.53,9.64,60.55,13489.38,208.16,25.31,75.32
turkey,ankara,2015.0,175.96,83.68,129.88,4.34,0.76,12.18,8.43,170.56,3259.11,211.67,34.69,73.61
ghana,sekondi,2018.0,81.1,44.18,58.04,1.25,2.5,4.85,7.69,306.86,9735.47,175.88,36.53,80.21
italy,milan,2016.0,18.81,8.32,18.0,0.28,4.89,3.17,1.52,533.12,4194.57,76.11,50.2,84.81
china,chengdu,2015.0,288.98,179.76,208.25,4.88,0.84,22.31,12.72,106.22,19650.24,370.33,17.97,65.95
spain,bilbao,2018.0,115.58,76.08,116.17,0.92,2.31,3.42,4.15,641.89,11954.94,137.15,34.05,78.58
colombia,cartagena,2018.0,109.65,53.71,92.27,0.72,1.62,11.76,8.51,384.83,10483.35,240.3,33.66,77.3
china,shenzhen,2017.0,285.45,162.98,247.69,3.59,0.7,22.68,13.96,127.11,12426.55,367.0,26.09,77.3
russia,novosibirsk,2016.0,157.3,71.2,150.59,3.5,0.65,12.6,6.34,307.74,12800.11,219.09,25.66,75.13
mexico,puebla,2016.0,133.42,72.25,145.44,3.62,2.41,6.17,9.75,236.85,7590.63,206.22,36.02,76.58
bangladesh,khulna,2018.0,261.18,138.325,267.51,2.09,0.63,20.96,14.33,118.21,7774.59,319.135,23.39,61.37
turkey,bursa,2016.0,129.155,63.03,159.65,3.15,1.88,7.81,9.52,119.69,11339.18,208.41,31.16,75.15
peru,trujillo,2018.0,147.97,70.51,140.04,3.32,2.73,7.13,4.06,294.74,8903.22,137.8,35.95,75.72
nigeria,port harcourt,2015.0,252.94,122.21,256.14,3.21,1.31,7.625,9.47,65.9,17841.89,369.36,22.87,68.27
netherlands,utrecht,2016.0,18.69,10.05,15.51,0.24,2.96,1.96,2.18,547.16,659.18,86.57,47.97,84.85
